Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/StorageTier,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value,Snapshots/KmsKeyId
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0c7f05b469cc07968,2021-06-19T00:16:18.875Z,completed,vol-00637cc46eeb111fa,30,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,Name,xray,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e3d06abe3cb96a61,2021-06-18T00:11:22.549Z,completed,vol-00637cc46eeb111fa,30,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,standard,Name,xray,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-054e4ee8687811eb7,2021-06-17T00:21:39.373Z,completed,vol-00637cc46eeb111fa,30,Snapshot,true,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,standard,MaintainedBY,DevOps,Name,xray,
created by script,false,874747637540,100%,snap-0009df2eb2c31bd4e,2021-06-10T14:41:00.735Z,completed,vol-05145a5f9b83a2b0a,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-04acc0c3c0bfc618c) for ami-0c8148d7bdb0ccc52,false,874747637540,100%,snap-0c43d5de6858741c7,2021-06-01T15:25:07.128Z,completed,vol-07fb07c787fc94c23,10,Name,bind-dns-amzn2,Source,ami-084e3fc6ccfae9aae,Application,bind-dns,,,,,,,,,standard,,,,,
Created by CreateImage(i-04b4df5b361742ae3) for ami-0805712ae7b4602b8,false,874747637540,100%,snap-09fc66fe7e7624e02,2021-05-31T08:22:10.378Z,completed,vol-0ba55075f88490a74,10,Application,bind-dns,Name,bind-dns-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-07b2407aa4664c83d,2021-05-11T09:46:13.404Z,completed,vol-05145a5f9b83a2b0a,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-01641990b8d562346) for ami-05921e560550d3e9c,false,874747637540,100%,snap-0912d625ac4937a92,2021-05-07T21:24:38.213Z,completed,vol-05e6f1cafee83d36b,50,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-072bd257d93cc4288,2021-04-29T14:19:07.200Z,completed,vol-05145a5f9b83a2b0a,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-0a45743c449089592) for ami-09f4425f01577faca,false,874747637540,100%,snap-095dc00fac6fedd10,2021-04-27T21:47:07.716Z,completed,vol-09d23e4a14217a9bb,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-09faefa1e60fe4d3e,2021-04-27T09:50:56.513Z,completed,vol-05145a5f9b83a2b0a,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-0bb7941f7969e69f1,2021-04-27T08:52:03.549Z,completed,vol-05145a5f9b83a2b0a,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
