Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/StorageTier,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value,Snapshots/KmsKeyId
,false,874747637540,100%,snap-06e74bd8a694c396e,2022-02-16T11:35:12.737Z,completed,vol-0a741f15f12eae241,500,Snapshot,true,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-9052dbd1,CreatedBy,terraform,Name,artifactory,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,standard,,,,,
,false,874747637540,100%,snap-05d00db9ef06f46df,2022-02-16T11:25:11.559Z,completed,vol-0a741f15f12eae241,500,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-9052dbd1,spotinst:accountId,act-f0a7c0de,Snapshot,true,MaintainedBY,DevOps,Name,artifactory,standard,,,,,
Created by CreateImage(i-0b359f34abfd106bd) for ami-053b987ccf1971645,false,874747637540,100%,snap-0b436cadca483cfc3,2022-02-01T04:36:38.025Z,completed,vol-02d6f7315db14aff7,50,Application,jenkins-agent,Source,ami-084e3fc6ccfae9aae,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-0c9e99c24d03d6131,2022-01-28T14:46:22.611Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-02cc5f1f49c18aff9,2022-01-28T14:56:12.907Z,completed,vol-0a741f15f12eae241,500,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,artifactory,Snapshot,true,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-9052dbd1,CreatedBy,terraform,standard,,,,,
created by script,false,874747637540,100%,snap-0f8020b32c76bcde3,2022-01-11T08:08:15.086Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-0c926cf2913ca50ce) for ami-099abb0e2399c0283,false,874747637540,100%,snap-040afc2412f0b5695,2022-01-01T04:46:55.144Z,completed,vol-0fa5d1b1113e4306d,50,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
Created by CreateImage(i-0d2a08f6c1257a682) for ami-0ca6400642b264778,false,874747637540,100%,snap-038d1d764e6c2e6f3,2021-12-23T08:46:29.821Z,completed,vol-0e3241a62ddabfcb3,500,Source,ami-084e3fc6ccfae9aae,Name,jenkins-e2e-agent-amzn2,Application,jenkins-e2e-agent,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e4f47346e238e581,2021-12-09T00:21:27.893Z,completed,vol-0cac824c71228f5df,30,MaintainedBY,DevOps,CreatedBy,terraform,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-01d784e6c71bd46b2,2021-12-08T00:13:09.405Z,completed,vol-0cac824c71228f5df,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,sonarqube,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,CreatedBy,terraform,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0562b7e51bd9c4fbd,2021-12-07T00:17:15.841Z,completed,vol-006206715afffc9dd,30,CreatedBy,terraform,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
created by script,false,874747637540,100%,snap-0108113246eeff374,2021-12-06T16:17:15.982Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-0d4810e96cbd9eea7) for ami-041c2068922279b64,false,874747637540,100%,snap-02afb1f479f6a02f2,2021-12-01T04:36:33.091Z,completed,vol-0d1ce4c9b9bfede11,50,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-01851a8217fb8f291,2021-11-18T15:23:53.532Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-00d1fdb0449bf8823,2021-11-08T12:37:04.737Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-0852abb872d8cf41f) for ami-07780a72f2bc8ad97,false,874747637540,100%,snap-0648941b850b3ced6,2021-10-22T07:31:53.026Z,completed,vol-0bcf3f4f77f0f9bdc,50,Application,fortum-amazon-linux-for-jenkins-spring,Name,fortum-amazon-linux-for-jenkins-spring-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-0854e34fa389856f6) for ami-011e14ad98f9bac20,false,874747637540,100%,snap-0460e79aa1d989478,2021-10-07T21:58:37.986Z,completed,vol-0d890668809f5ed8c,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-05dc9ae4211baeab9) for ami-074797e0a639d3d59,false,874747637540,100%,snap-070854d4de0f3b4a0,2021-10-07T14:23:06.763Z,completed,vol-0689f03e7340111c0,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-0c9369e20ebe0ee85) for ami-08cd45218befd23f9,false,874747637540,100%,snap-064188cfbc4cbf509,2021-10-07T09:03:38.958Z,completed,vol-077710790ac7c947f,50,Name,jenkins-agent-amzn2,Application,jenkins-agent,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-0eb3c260a89331cb7) for ami-0ef15af485e908adc,false,874747637540,100%,snap-0c4bd9db53b415455,2021-10-06T14:10:51.320Z,completed,vol-08904eb3eb6410fb2,50,,,,,,,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-0d7c167e993ddeb76,2021-09-29T12:04:41.700Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0609520d167cea852,2021-09-26T00:09:42.803Z,completed,vol-0821b90d5f2c03f0a,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,Name,prometheus,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-021e0400a22d92b6f,2021-09-25T00:19:12.054Z,completed,vol-0821b90d5f2c03f0a,30,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,MaintainedBY,DevOps,Name,prometheus,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-007f7324cb7ba9282,2021-09-24T00:20:34.059Z,completed,vol-0821b90d5f2c03f0a,30,Snapshot,true,Name,prometheus,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0692987e2a21cfa7b,2021-09-23T00:09:07.405Z,completed,vol-0821b90d5f2c03f0a,30,Snapshot,true,SnapshotCreator,DLM,Name,prometheus,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-01759a1d484a73e92,2021-09-22T00:15:05.386Z,completed,vol-0821b90d5f2c03f0a,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,Name,prometheus,standard,MaintainedBY,DevOps,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-08f70c944cceb4c8e,2021-09-21T00:11:20.899Z,completed,vol-0821b90d5f2c03f0a,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,prometheus,Snapshot,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0555c752a1f18bfed,2021-09-20T00:20:33.011Z,completed,vol-0821b90d5f2c03f0a,30,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,Name,prometheus,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0330b06323f9fa632,2021-09-19T00:16:13.145Z,completed,vol-0821b90d5f2c03f0a,30,Name,prometheus,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-05616899ffc425bd9,2021-09-18T00:16:15.296Z,completed,vol-0821b90d5f2c03f0a,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,Snapshot,true,Name,prometheus,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09ad8774809b0044e,2021-09-17T00:10:25.309Z,completed,vol-0821b90d5f2c03f0a,30,Snapshot,true,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,Name,prometheus,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b64ab9dc9b635c8b,2021-09-16T00:21:26.615Z,completed,vol-0821b90d5f2c03f0a,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,prometheus,Snapshot,true,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-02fbfa91603e003ac,2021-09-15T00:11:55.647Z,completed,vol-03bc8568dbb5b7eff,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,prometheus,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0ac65d639b937be53,2021-09-14T00:17:13.663Z,completed,vol-03bc8568dbb5b7eff,30,SnapshotCreator,DLM,MaintainedBY,DevOps,Name,prometheus,Snapshot,true,dlm:managed,true,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
created by script,false,874747637540,100%,snap-0583641777ddad532,2021-09-06T10:57:32.971Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0cef0de865431c330,2021-09-06T00:17:39.457Z,completed,vol-05d8098eb5cf2cd16,30,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,standard,Name,xray,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0194bbd24be982cbe,2021-09-05T00:16:42.888Z,completed,vol-05d8098eb5cf2cd16,30,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,MaintainedBY,DevOps,Name,xray,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0bebe729b5c1d1b19,2021-09-04T00:15:49.741Z,completed,vol-05d8098eb5cf2cd16,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,SnapshotCreator,DLM,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,Name,xray,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0f6fd894c46cc9e86,2021-09-03T00:16:39.961Z,completed,vol-05d8098eb5cf2cd16,30,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,xray,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,standard,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-02d9b0048ea155658,2021-09-02T00:09:06.959Z,completed,vol-05d8098eb5cf2cd16,30,Name,xray,SnapshotCreator,DLM,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,CreatedBy,terraform,Snapshot,true,
Created by CreateImage(i-0e06c14d560cbacbd) for ami-048a21cbbaf04e380,false,874747637540,100%,snap-0339e03957f807d9e,2021-09-01T04:37:51.854Z,completed,vol-0ae16f69e466e79fc,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-05370128336edb660) for ami-05fba37f5df2f682e,false,874747637540,100%,snap-081bbfbe993eb6ab6,2021-09-01T04:09:03.204Z,completed,vol-015cf9063f7261303,50,Name,jenkins-dtw-agent-amzn2,Application,jenkins-dtw-agent,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-010e23a9ddb7b1f82,2021-09-01T00:17:07.080Z,completed,vol-05d8098eb5cf2cd16,30,Snapshot,true,dlm:managed,true,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,Name,xray,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-01f237c5af1813bc3,2021-08-31T00:12:52.378Z,completed,vol-05d8098eb5cf2cd16,30,MaintainedBY,DevOps,Name,xray,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b5c78c3f79a09460,2021-08-30T00:11:15.991Z,completed,vol-05d8098eb5cf2cd16,30,Name,xray,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,standard,dlm:managed,true,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0ad90b7420d2e9b58,2021-08-29T00:17:56.308Z,completed,vol-05d8098eb5cf2cd16,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,Name,xray,SnapshotCreator,DLM,standard,MaintainedBY,DevOps,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0f53553d7c31b48b8,2021-08-28T00:17:41.314Z,completed,vol-05d8098eb5cf2cd16,30,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,xray,Snapshot,true,standard,dlm:managed,true,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0cd82583191f6fd50,2021-08-27T00:17:09.307Z,completed,vol-05d8098eb5cf2cd16,30,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,standard,Name,xray,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-071be8066bed7f412,2021-08-26T00:16:25.119Z,completed,vol-05d8098eb5cf2cd16,30,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,xray,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,dlm:managed,true,standard,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-003bbd8051ce5481a,2021-08-25T00:15:02.333Z,completed,vol-05d8098eb5cf2cd16,30,Name,xray,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,dlm:managed,true,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0781609171a8379cc,2021-08-24T00:19:32.685Z,completed,vol-05d8098eb5cf2cd16,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,MaintainedBY,DevOps,Name,xray,
Created by CreateImage(i-0160f9070161fceb9) for ami-0a70ed8e391317c71,false,874747637540,100%,snap-0394c1b058b09ac35,2021-07-28T04:38:30.227Z,completed,vol-09bd49ba794fe3ecd,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-090c1d6b08d7b98ce,2021-06-30T14:15:05.510Z,completed,vol-0a741f15f12eae241,500,Name,artifactory,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-06c1e5b0b2ab2d0dd,2021-05-28T00:12:00.160Z,completed,vol-0a09fc1b0760cdc18,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,Snapshot,true,MaintainedBY,DevOps,Name,xray,SnapshotCreator,DLM,dlm:managed,true,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e719f25b056f9d64,2021-05-27T00:15:33.738Z,completed,vol-0a09fc1b0760cdc18,30,MaintainedBY,DevOps,Name,xray,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created by CreateImage(i-0c1eb263dec0894b5) for ami-0b051836bf7d5764e,false,874747637540,100%,snap-067a8346c8e698fc5,2021-05-26T10:28:34.913Z,completed,vol-022866d33886d7b74,10,Name,bind-dns-amzn2,Source,ami-084e3fc6ccfae9aae,Application,bind-dns,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-040f64db210080530,2021-05-26T00:21:56.768Z,completed,vol-0a09fc1b0760cdc18,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,xray,Snapshot,true,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-04138209b6bb4df51,2021-05-25T00:14:33.655Z,completed,vol-0a09fc1b0760cdc18,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,MaintainedBY,DevOps,Name,xray,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0f4163ef5d05d0da8,2021-05-24T00:13:00.410Z,completed,vol-0a09fc1b0760cdc18,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Snapshot,true,MaintainedBY,DevOps,Name,xray,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0359998c1b9c46dc4,2021-05-23T00:21:47.236Z,completed,vol-0a09fc1b0760cdc18,30,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,Name,xray,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a227dd5e9f2ad905,2021-05-22T00:22:34.978Z,completed,vol-0a09fc1b0760cdc18,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,SnapshotCreator,DLM,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,Name,xray,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0c410661de1746a17,2021-05-21T00:10:42.780Z,completed,vol-0a09fc1b0760cdc18,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,xray,Snapshot,true,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
