Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/StorageTier,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value,Snapshots/KmsKeyId
,false,874747637540,100%,snap-0eabd8b79a0e24b79,2022-01-20T15:40:14.604Z,completed,vol-045f789c0bb872a97,8,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-5d6defff,CreatedBy,terraform,Name,prometheus,Snapshot,true,standard,,,,,
created by script,false,874747637540,100%,snap-04d29a8e8aa6eba65,2022-01-20T15:12:26.216Z,completed,vol-0ad9c6e0d05b997ce,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-08e63de0353393cff,2022-02-16T11:35:12.156Z,completed,vol-08859a3a575f54b3c,8,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,Name,sonarqube,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-94460431,spotinst:aws:ec2:group:createdBy,spotinst,standard,,,,,
,false,874747637540,100%,snap-06cd250617f645033,2022-02-16T11:25:12.727Z,completed,vol-08859a3a575f54b3c,8,MaintainedBY,DevOps,Name,sonarqube,Snapshot,true,spotinst:aws:ec2:group:id,sig-94460431,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,standard,,,,,
,false,874747637540,100%,snap-0b9c69ded4cdb32e6,2022-02-15T08:14:12.208Z,completed,vol-08859a3a575f54b3c,8,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-94460431,CreatedBy,terraform,Snapshot,true,spotinst:accountId,act-f0a7c0de,MaintainedBY,DevOps,Name,sonarqube,standard,,,,,
created by script,false,874747637540,100%,snap-07afe313561ee0b4d,2022-02-11T14:36:17.318Z,completed,vol-08859a3a575f54b3c,8,Name,sonarqube,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-03735232877b194d4,2022-01-20T16:10:14.632Z,completed,vol-04cbb269556d326a0,8,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-7771f689,MaintainedBY,DevOps,spotinst:accountId,act-f0a7c0de,Name,node-exporter,Snapshot,true,standard,,,,,
,false,874747637540,100%,snap-0669cbbd87aa15ab4,2022-01-20T16:00:10.331Z,completed,vol-04cbb269556d326a0,8,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,node-exporter,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-7771f689,Snapshot,true,CreatedBy,terraform,standard,,,,,
,false,874747637540,100%,snap-0c4f74d0280b6117c,2022-01-20T15:50:16.823Z,completed,vol-04cbb269556d326a0,8,Name,node-exporter,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-7771f689,spotinst:aws:ec2:group:createdBy,spotinst,standard,,,,,
Temporary Snapshot of the non-working volume,false,874747637540,100%,snap-0170486b5ce08ee77,2021-11-11T06:47:22.819Z,completed,vol-0384e8a19000e4e72,900,,,,,,,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-0e54e1b820db912cd,2021-11-10T07:18:14.677Z,completed,vol-0384e8a19000e4e72,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-081fec04360dc3327,2021-11-08T12:10:08.946Z,completed,vol-0492ecc6ed537fd4a,100,MaintainedBY,DevOps,Snapshot,true,Name,xray,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-2979e53a,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,standard,,,,,
xray-final,false,874747637540,100%,snap-0d7de57632d805575,2021-11-08T12:09:08.168Z,completed,vol-0492ecc6ed537fd4a,100,,,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-02134dd10140f5149,2021-11-08T12:00:14.735Z,completed,vol-0492ecc6ed537fd4a,100,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-2979e53a,CreatedBy,terraform,spotinst:accountId,act-f0a7c0de,Snapshot,true,MaintainedBY,DevOps,Name,xray,standard,,,,,
created by script,false,874747637540,100%,snap-0047cebf648e582a2,2021-09-06T11:18:28.582Z,completed,vol-0492ecc6ed537fd4a,100,Name,xray,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-0266d5591ffdddd79,2021-09-06T11:24:12.105Z,completed,vol-0492ecc6ed537fd4a,100,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,Name,xray,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-2979e53a,spotinst:accountId,act-f0a7c0de,standard,,,,,
created by script,false,874747637540,100%,snap-0026aee3ced31e8bc,2021-07-06T11:26:34.787Z,completed,vol-0492ecc6ed537fd4a,100,Name,xray,,,,,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-0aab0a2aa4a691515,2021-07-06T11:24:20.816Z,completed,vol-0492ecc6ed537fd4a,100,Name,xray,,,,,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-01f30468e9411bf2d,2021-06-30T14:24:41.029Z,completed,vol-0492ecc6ed537fd4a,100,Name,xray,,,,,,,,,,,,,standard,,,,,
,false,874747637540,100%,snap-08da01cace788f4be,2021-06-15T16:40:08.468Z,completed,vol-041a2df7096f7d73b,8,Snapshot,true,MaintainedBY,DevOps,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-dd82653d,Name,prometheus,standard,,,,,
,false,874747637540,100%,snap-04697314778654946,2021-06-15T16:30:10.199Z,completed,vol-041a2df7096f7d73b,8,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Snapshot,true,spotinst:accountId,act-f0a7c0de,spotinst:aws:ec2:group:id,sig-dd82653d,MaintainedBY,DevOps,Name,prometheus,standard,,,,,
